row ID,row m/z,row retention time,1-1A01.mzML Peak area,2-6D03.mzML Peak area,3-B2R04.mzML Peak area,4-B2R08.mzML Peak area,5-B2R09.mzML Peak area,6-C2M19.mzML Peak area,7-C2R07_2.mzML Peak area,8-C3M06.mzML Peak area,9-D3M06.mzML Peak area,10-D3M17.mzML Peak area,11-G1M02.mzML Peak area,bkgrnd-marine-broth.mzML Peak area
37,120.080488840739,20060.66,0,0,0,0,0,0,1,0,0,0,0,0
38,121.06482518514001,12115.824,1,0,0,1,1,1,1,1,1,1,1,1
39,122.096512031555,19145.964,0,1,1,0,0,1,0,0,0,1,0,0
40,122.096512031555,19157.43,0,1,1,0,0,1,0,0,0,1,0,0
41,122.09605587853316,1139.07,0,0,1,0,1,0,1,0,1,0,1,0
42,122.0960782368975,1129.725,0,0,0,0,0,0,0,0,1,0,1,0
43,122.96373526255316,17541.44875,0,0,0,1,0,0,0,0,0,0,1,0
44,123.04385641346794,12616.653913043478,0,0,0,0,1,1,0,1,0,1,0,1
45,125.98626052903101,6951.5328440366975,1,1,1,1,1,1,1,1,1,1,1,1
46,125.9865172526042,7721.2944,1,1,0,1,0,1,1,0,1,1,0,1
47,127.04962768554701,13807.439999999999,0,0,0,1,0,0,0,0,0,1,0,0
48,127.0496643066408,14944.104000000001,0,0,0,1,0,0,0,0,1,1,0,0
49,127.0497090657556,13795.380000000001,0,0,0,0,0,1,1,0,0,0,0,0
50,127.049743652344,15876.48,0,0,0,0,1,1,1,0,1,0,0,0
51,127.049835205078,18714.093333333334,0,0,0,0,1,1,0,0,1,0,0,0
52,129.06544738769543,9532.051200000002,0,0,1,0,0,0,1,1,1,1,0,0
53,129.0652923583985,9505.8675,0,0,0,1,0,1,0,0,0,0,0,0
54,129.065322875977,9519.480000000001,0,0,0,0,1,0,0,0,0,0,0,0
55,129.065567016602,9830.03,0,0,0,0,0,0,0,0,0,0,1,0
56,129.13820393880198,7347.766666666666,0,0,0,1,0,1,0,0,0,1,0,0
57,130.050085581266,10320.309230769231,1,0,1,1,1,0,0,1,0,1,0,1
58,130.0494519710541,11098.392000000002,0,0,1,1,1,0,0,1,0,1,1,1
59,130.0496414935951,11683.077272727272,0,0,1,1,0,0,0,1,0,1,1,1
60,130.0497896830244,11226.768,0,0,0,0,0,0,0,1,0,1,0,1
61,130.0513526068793,10582.460000000001,1,0,0,0,0,0,0,0,0,0,0,1
62,130.051445007324,10744.89,1,0,0,0,0,0,0,0,0,0,0,0
63,130.085698445638,9050.960000000001,0,0,0,0,1,0,0,0,0,0,0,0
64,130.085698445638,9062.42,0,0,0,0,1,0,0,0,0,0,0,0
65,130.09766832987475,9019.3575,1,1,1,0,0,0,1,1,1,0,1,1
66,130.122512817383,30660.940000000002,0,1,0,0,0,0,0,0,0,0,0,0
67,130.9661602444119,11624.991666666667,1,1,1,1,0,1,1,0,1,1,1,0
68,131.0488665350552,16742.70206896552,0,0,1,1,1,1,1,1,1,1,1,1
69,131.0488665350552,16754.170344827588,0,0,1,1,1,1,1,1,1,1,1,1
70,131.92940545541867,15751.98338028169,0,0,1,1,1,1,1,0,0,0,1,1
71,131.92937135354055,15194.009333333332,0,0,1,1,1,1,1,0,0,0,1,1
72,131.92925092977703,17179.095789473686,0,0,1,1,1,1,0,0,0,0,0,0
73,132.06501388549802,8556.980000000001,0,0,0,1,0,0,0,0,0,0,0,0
74,132.10912068684866,11847.28,0,0,0,0,0,0,0,0,1,0,0,1
75,132.10740375518824,11733.225,0,0,0,0,0,0,0,1,0,1,1,1
76,132.10164549328044,11594.766,0,0,1,1,1,1,1,1,1,1,1,0
77,132.10373512331475,11822.955789473684,1,1,1,1,0,0,0,0,0,1,1,1
78,132.1015798189394,11656.256470588234,0,0,1,1,1,1,1,1,1,1,1,0
79,132.10205178261742,11438.787692307691,1,1,0,1,0,0,1,1,1,1,1,1
80,132.107116699219,11670.26,0,0,0,0,0,0,0,1,0,1,0,1
81,132.10167401026175,11551.824999999999,0,0,0,1,0,1,1,1,1,1,1,0
82,132.10388546898244,11544.308571428572,1,1,0,1,0,0,0,0,0,0,1,0
83,132.107460021973,11659.980000000001,0,0,0,0,0,0,0,0,0,0,1,1
84,132.1017115853052,13608.919090909096,0,0,1,1,1,0,1,1,1,1,1,0
85,132.1033651595727,12653.485714285716,0,0,1,1,0,0,0,0,0,0,0,1
86,132.10214981984996,15305.64,0,0,1,1,0,0,1,1,1,1,1,1
87,132.10202080328463,14494.24923076923,0,0,1,1,0,0,1,1,1,1,1,1
88,132.10467529296898,11911.439999999999,0,0,0,1,0,0,0,0,0,1,0,0
89,136.0613327026365,11950.95,0,0,0,0,0,0,0,0,1,1,0,0
90,136.0613327026365,11962.439999999999,0,0,0,0,0,0,0,0,1,1,0,0
91,136.061462402344,11820.769999999999,0,0,0,0,1,0,0,1,1,0,0,0
92,136.07557740822833,13915.573846153846,0,1,1,1,1,1,1,1,0,1,1,1
93,137.0455407929001,12309.80210526316,0,0,0,1,1,0,0,1,1,1,1,1
94,137.0455407929001,12321.27789473684,0,0,0,1,1,0,0,1,1,1,1,1
95,137.0462290445965,11959.92,0,0,0,1,0,0,0,0,0,0,0,1
96,138.054718017578,31571.58,0,0,0,0,0,0,0,0,0,1,0,0
97,138.054718017578,31583.07,0,0,0,0,0,0,0,0,0,1,0,0
98,138.0912107987836,12211.047272727272,1,0,0,1,1,1,1,1,1,1,1,0
99,138.0912107987836,12222.52909090909,1,0,0,1,1,1,1,1,1,1,1,0
100,141.95801439183614,21161.875714285714,0,0,1,1,1,1,1,1,0,1,1,0
101,141.9583138499684,20418.620487804877,1,0,1,1,1,1,1,1,0,1,1,1
102,141.95846906022737,19185.42393442623,1,0,1,1,1,1,1,1,1,1,1,1
103,141.95853395408975,19260.70058823529,1,0,1,1,1,1,0,0,1,1,1,1
104,141.95830058319459,19182.03,1,0,1,1,1,1,1,1,0,1,1,1
105,141.95806602377542,22013.18625,0,0,1,1,1,1,1,1,1,1,1,0
106,141.95863363799432,20171.32125,1,0,1,1,1,1,1,0,1,0,1,1
107,141.95851267880843,20180.018181818177,1,0,1,1,1,1,1,0,0,0,1,1
108,144.065007527669,13632.450000000003,0,0,0,0,1,0,0,0,0,0,0,0
109,144.065007527669,13643.93,0,0,0,0,1,0,0,0,0,0,0,0
110,145.07574343213855,29459.497058823526,0,0,1,1,1,1,1,1,1,1,0,0
111,146.0601127624513,26849.094,1,0,0,1,0,1,1,1,1,1,1,1
112,146.0596618652345,26782.32,0,0,0,0,0,1,0,0,1,0,0,0
113,146.09184820001772,9291.624545454544,0,0,0,1,0,1,1,0,0,1,1,0
114,146.091888427734,9254.61,0,0,0,0,0,0,0,0,0,1,0,0
115,146.16537475585938,7192.30275,1,1,0,1,0,1,1,1,1,1,1,1
116,149.05947146208402,16914.405652173915,0,0,0,1,1,1,1,1,1,1,0,1
117,150.0579193859567,10072.56,0,0,0,0,0,1,0,1,1,1,1,1
118,150.059661865234,9835.920000000002,0,0,0,0,0,0,0,0,0,0,0,1
119,151.03532455216583,7099.048656716418,1,1,1,1,1,1,1,1,1,1,1,1
120,151.03532455216583,7110.5310447761185,1,1,1,1,1,1,1,1,1,1,1,1
121,152.056106567383,9352.92,0,0,0,1,0,0,0,0,0,0,1,0
122,152.056079864502,9368.669999999998,0,0,0,1,0,0,0,0,0,0,1,0
123,152.0564749581476,13518.074285714283,0,0,0,0,1,0,0,1,1,1,0,1
124,153.04160766601564,12309.366000000002,0,1,0,0,0,0,0,0,1,0,0,0
125,155.08105675490572,12709.517307692307,0,0,1,1,1,1,1,1,1,1,1,0
126,155.0833049573394,12588.80210526316,1,1,1,0,0,0,1,0,0,0,0,1
127,155.081056064085,12702.875294117644,0,0,1,1,1,1,1,1,1,1,1,0
128,155.0833025331848,12567.53,1,1,1,0,0,0,1,0,0,0,0,1
129,155.08114071932692,14440.641599999999,0,1,1,1,1,1,1,1,1,1,0,0
130,155.0811431487585,14420.803846153845,1,0,1,1,1,1,1,1,1,1,0,0
131,156.101715087891,27870.555,0,1,0,0,0,0,0,0,0,0,0,0
132,157.09686787923195,15288.76888888889,1,1,1,1,1,1,1,1,1,1,0,0
133,158.09211231578476,10205.257090909092,0,0,1,1,1,1,1,1,1,1,1,1
134,158.099472045898,27498.0,0,0,0,0,0,0,0,0,0,0,1,0
135,158.96109798036767,17807.443448275862,0,0,1,1,0,0,0,0,0,0,1,1
136,158.963729858398,7855.34,0,0,0,0,0,0,0,0,0,0,1,0
137,160.07571354618764,13535.16111111111,1,1,1,1,0,1,1,1,1,1,0,0
138,160.13258361816403,8867.050000000001,0,0,1,0,0,0,0,0,0,0,0,0
139,160.180470784505,7075.52,0,0,0,0,0,0,0,0,0,1,0,0
140,165.0542714045599,12465.101538461542,0,0,1,1,1,1,1,1,0,1,1,1
141,165.05434445981635,12483.506666666664,0,0,1,1,1,1,1,1,0,1,1,1
142,166.08612504182034,16296.599999999999,0,0,0,1,1,1,1,0,0,1,0,0
143,166.08625664759145,16355.803636363633,0,1,1,1,1,1,1,1,0,1,0,0
144,166.09184983197395,17050.122352941176,0,0,0,1,1,0,1,1,1,1,0,1
145,166.08608404946986,18414.51829787234,0,0,1,1,1,1,1,1,1,1,1,0
146,166.08843711570438,17427.746666666666,1,1,0,0,0,0,0,1,1,0,1,1
147,166.09184983197395,17061.610588235293,0,0,0,1,1,0,1,1,1,1,0,1
148,166.0860952152835,18496.874831460675,0,0,1,1,1,1,1,1,1,1,1,0
149,166.08844356047783,17479.864615384613,1,1,0,0,0,0,0,1,1,0,1,1
150,169.0757857102615,27301.860000000004,0,0,1,1,1,1,1,0,1,1,1,1
151,169.09681136519805,15585.243333333334,0,1,1,1,1,1,1,1,1,1,0,0
152,170.118057250977,29989.06,0,1,0,0,0,0,0,0,0,0,0,0
153,170.118057250977,30000.539999999997,0,1,0,0,0,0,0,0,0,0,0,0
154,173.09155782063797,9073.12,0,0,0,0,0,0,0,0,0,1,0,0
155,174.05426025390597,12673.146666666667,0,0,1,0,1,0,0,0,0,1,0,0
156,174.054270426432,12576.57,0,0,0,0,1,0,0,0,0,0,0,0
157,174.112360636393,27917.179999999997,0,1,0,0,0,0,0,0,0,0,0,0
158,174.112360636393,27841.739999999998,0,1,0,0,0,0,0,0,0,0,0,0
159,175.1085001627605,11675.220000000001,0,0,1,0,0,0,0,1,1,0,0,1
160,175.1184046128218,8500.94294117647,0,0,1,0,0,0,1,1,1,1,1,0
161,176.1277340975671,24911.601818181818,0,0,0,0,0,1,0,0,1,1,0,0
162,180.104133605957,28179.15,1,0,0,0,0,0,0,0,0,0,0,0
163,180.104133605957,28190.64,1,0,0,0,0,0,0,0,0,0,0,0
164,182.0811017717634,12409.007142857141,0,1,1,1,1,1,1,1,0,1,1,1
165,182.96271659232488,6864.992432432433,1,1,1,1,1,1,1,1,1,1,1,1
166,182.96271659232488,6876.481621621621,1,1,1,1,1,1,1,1,1,1,1,1
167,183.0916442871093,27805.859999999993,1,1,1,1,1,1,1,0,1,1,0,1
168,183.091320037842,27941.489999999998,0,0,0,1,0,0,0,1,0,0,0,0
169,183.0912551879883,27928.84,0,0,0,1,1,0,0,1,0,0,0,0
170,183.164527893066,9372.465,0,1,0,0,0,0,0,0,0,0,0,0
171,185.09266323513455,11810.28,1,1,1,0,1,1,0,0,0,0,0,0
172,185.0914306640625,11864.16,0,0,1,1,0,0,0,0,0,0,0,0
173,185.0914878845215,11955.33,0,0,0,0,0,1,1,0,0,0,0,0
174,185.11024239994893,1082.3304225352115,0,1,1,1,1,1,1,1,1,1,1,0
175,185.11035010727844,1083.6022727272727,1,1,1,1,1,1,1,1,1,1,1,1
176,185.11062848703858,2128.425555555556,1,1,1,1,1,1,1,1,1,1,1,1
177,185.11039915192455,1130.0801176470588,1,1,1,1,1,1,1,1,1,1,1,1
178,185.1102536002812,1294.516853146853,0,1,1,1,1,1,1,1,1,1,1,0
179,185.11031272374493,1857.9554545454546,0,1,1,1,1,1,1,1,1,1,1,1
180,186.22164751114994,31886.872894736847,0,1,1,1,1,1,1,1,1,1,1,0
181,188.0705655779157,26189.32457142857,0,0,1,0,1,1,1,1,1,1,1,1
182,188.128514607747,29900.0,0,1,0,0,0,0,0,0,0,0,0,0
183,188.128514607747,29911.460000000003,0,1,0,0,0,0,0,0,0,0,0,0
184,189.08671358548685,16044.874615384615,0,0,1,0,1,0,1,1,1,0,1,1
185,189.08642055804918,16102.744615384614,0,0,1,0,1,0,1,1,1,0,1,1
186,189.0876655578615,16008.869999999999,0,0,0,0,0,0,0,0,0,0,1,1
187,189.12346204121928,17701.431,0,0,1,0,0,0,0,1,1,0,0,1
188,189.12272516886415,16584.03,0,0,1,0,0,0,0,1,1,0,0,0
189,195.061655680339,29385.5,0,0,0,1,0,0,0,0,0,0,0,0
190,195.11223411560067,23219.413750000003,0,0,1,1,1,1,1,1,1,1,0,0
191,198.9402171359974,6938.043370786517,1,1,1,1,1,1,1,1,1,1,1,1
192,202.18009818137207,9250.420540540543,1,1,1,1,1,1,1,0,0,0,1,0
193,203.2228698730469,7173.946000000001,0,0,0,1,0,1,1,0,0,1,0,1
194,205.09711172921328,26178.83485714286,0,0,1,0,1,1,1,1,1,1,1,1
195,211.10782490079367,14866.839047619047,1,1,1,1,1,1,1,1,1,1,0,1
196,211.144157110476,28341.15705882353,1,1,1,1,1,1,1,1,1,1,1,1
197,212.102447509766,12030.0,0,0,1,1,0,0,0,0,0,0,0,0
198,214.91772842407218,7130.445833333333,1,1,1,1,1,1,1,1,1,1,1,1
199,215.139483981662,12259.076666666668,0,0,0,0,0,0,0,1,1,0,0,1
200,216.097147623698,11575.5,0,0,0,0,0,0,1,0,0,1,0,0
201,217.15511915418836,14208.733333333334,0,0,0,0,0,0,0,1,1,0,0,1
202,220.11821831597203,20302.320000000003,1,0,0,1,0,1,0,0,0,0,0,0
203,221.0913550967263,13515.64,0,0,1,1,1,1,1,1,1,1,0,0
204,222.1123046875,30891.349999999995,0,1,0,0,0,0,0,0,0,0,0,0
205,223.1081314086915,25181.302499999998,0,0,0,0,0,0,0,1,1,0,0,1
206,223.98925586456957,6946.089574468083,1,1,1,1,1,1,1,1,1,1,1,1
207,226.1542236636382,11011.985454545455,0,0,1,0,1,1,1,1,1,1,0,0
208,226.95100402832,7758.56,0,0,0,0,0,0,0,0,0,0,1,0
209,226.982828776042,30916.460000000003,0,0,1,0,0,0,0,0,0,0,0,0
210,227.10184605916325,16752.435,0,0,1,1,1,1,1,1,1,1,0,0
211,227.13888219197605,27123.424000000003,1,1,1,1,1,1,1,1,1,1,1,1
212,227.1418431599935,27049.188000000002,1,0,0,0,0,0,0,0,0,0,0,1
213,229.11766967773403,8768.060000000001,0,0,0,0,0,0,0,0,0,1,0,0
214,229.11766967773397,25480.880000000005,0,0,0,0,0,0,0,0,0,1,0,0
215,229.1548730151144,21666.926470588234,0,0,0,1,0,0,0,1,1,0,0,1
216,230.11259460449202,12147.945,0,0,1,0,0,0,1,0,0,0,0,0
217,230.24859534369565,34434.03916666667,1,1,1,1,1,1,1,1,1,1,1,1
218,231.17056337992335,21740.028749999998,0,0,0,0,0,0,0,1,1,0,0,1
219,235.1182144165037,9392.853,0,0,1,1,1,1,1,1,1,1,1,0
220,237.0864495942087,12785.824363636362,1,0,1,1,1,1,1,1,1,1,0,1
221,237.0879249572755,13256.07,1,0,0,1,0,0,0,0,0,0,0,0
222,237.088798522949,12757.95,0,0,0,0,0,0,0,0,0,0,0,1
223,239.96679306030273,6966.38,1,1,1,1,1,1,1,1,1,1,1,1
224,243.13431482729698,28039.625217391305,1,0,1,0,1,0,0,1,1,1,0,1
225,245.1282760620116,28879.142999999993,1,1,1,1,1,1,1,1,1,1,0,1
226,245.14966349283853,12533.001600000001,1,0,0,0,0,1,1,0,0,1,0,0
227,247.12796824319014,23423.182500000003,0,0,0,1,0,1,0,0,0,1,0,0
228,254.16113220214834,11909.9208,1,1,1,1,1,1,1,1,1,1,1,1
229,256.1742004394534,21930.863999999998,0,0,0,1,0,1,1,0,0,0,0,0
230,258.2798724704319,38125.823333333334,1,1,1,1,1,1,1,1,1,1,1,1
231,260.123764038086,24903.344999999998,0,0,0,0,1,0,0,1,0,0,0,0
232,260.19682617187516,11533.974,0,0,0,0,0,0,0,1,1,0,0,1
233,261.1228884742373,27521.21314285714,0,1,1,1,1,1,1,1,1,1,1,0
234,261.1234490810296,28088.095384615382,1,1,1,1,1,1,1,1,1,1,1,1
235,261.12654215494786,27528.347999999998,1,0,0,0,0,0,0,0,0,0,0,1
236,263.13856506347645,26233.08,0,0,0,0,0,1,0,0,1,0,0,0
237,263.13994750976565,26191.571999999996,0,0,0,0,0,1,0,0,1,0,0,1
238,265.01574283175995,7112.3125,1,1,1,1,1,1,1,1,1,1,1,1
239,268.10450526646224,11804.230000000001,1,1,1,1,1,1,1,1,1,1,0,1
240,268.138824462891,11895.06,0,0,0,1,0,0,0,0,0,0,0,0
241,268.139572143555,11379.5,0,0,0,0,0,0,0,0,0,0,1,0
242,269.08759307861317,13009.57125,0,0,0,0,1,0,0,1,1,0,0,1
243,270.14387003580737,11660.099999999999,0,0,0,1,0,1,0,0,0,0,0,0
244,270.19151814778667,24016.66,0,0,0,1,0,1,0,0,0,1,0,0
245,273.187754313151,12007.699999999999,0,1,0,0,0,0,0,0,0,0,0,0
246,273.187754313151,12056.130000000001,0,1,0,0,0,0,0,0,0,0,0,0
247,274.1761561802455,21525.242142857143,0,0,1,0,1,0,0,1,1,0,0,1
248,274.274761672247,32459.801142857144,1,1,1,1,1,1,1,1,1,1,1,1
249,279.13316345214895,21646.49,0,0,0,0,0,1,0,0,0,1,0,0
250,279.133605957031,26146.23,0,0,1,0,0,0,0,0,0,0,0,0
251,281.112335205078,26212.95,0,0,0,1,0,0,0,0,0,0,0,0
252,282.118576049805,14076.08,0,0,0,0,0,0,0,0,0,1,0,0
253,282.118576049805,14087.54,0,0,0,0,0,0,0,0,0,1,0,0
254,282.11890411376953,15722.980000000001,0,0,0,0,0,0,0,0,1,1,0,0
255,283.1754976160386,25261.52470588235,1,0,0,1,1,1,0,0,1,1,1,1
256,284.09883422851556,13259.55,0,0,0,0,1,0,0,1,1,1,0,1
257,286.138763427734,9026.679999999998,0,0,0,0,0,1,0,0,0,0,0,0
258,286.1751607259116,23565.885,0,0,1,0,1,1,1,1,1,0,0,0
259,286.2202131283636,36438.98225,1,1,1,1,1,1,1,1,1,1,1,1
260,286.21957861858846,41944.53,0,0,0,1,0,0,0,1,0,0,0,0
261,286.219560706097,42896.22,0,0,0,0,1,0,0,0,0,1,0,0
262,286.21967438080526,33271.44,0,1,0,0,0,1,0,1,0,0,1,0
263,286.2196004649135,42378.06,0,0,0,0,0,1,0,0,0,1,0,0
264,286.21961245329453,41392.44,0,1,0,0,0,0,0,0,1,0,0,0
265,286.21965715509924,42294.600000000006,0,1,1,0,0,0,0,0,0,0,1,0
266,286.219603165336,42620.67,0,1,0,0,0,0,0,0,0,0,0,0
267,286.219673488451,40105.68,0,0,1,0,0,0,1,0,0,0,0,0
268,286.219649605129,41369.16,0,0,0,0,0,0,1,0,1,0,0,0
269,287.122741699219,13585.529999999999,0,0,0,0,1,0,0,0,0,0,0,0
270,288.117767333984,11625.45,0,0,0,0,0,1,0,0,0,0,0,0
271,290.13376496967527,13765.956315789474,0,0,1,1,1,1,0,1,1,1,0,0
272,291.2535412064016,50126.95770491803,1,1,1,1,1,1,1,1,1,1,0,1
273,295.020385742188,30786.02,0,0,1,0,0,0,0,0,0,0,0,0
274,298.2555847167968,55784.85918367347,0,1,1,1,1,1,1,1,1,1,0,0
275,300.20197237454937,25213.366153846153,1,1,0,1,0,1,0,0,0,1,1,0
276,300.2023963928224,25286.010000000002,0,1,0,0,1,0,1,1,0,0,0,1
277,300.217569986979,43629.3,0,1,0,0,0,0,0,0,0,0,0,0
278,302.170013427734,12464.580000000002,0,0,0,0,0,0,1,0,0,0,0,0
279,302.2869415283204,1191.0678333333335,0,1,1,1,1,1,1,1,1,1,1,0
280,304.212707519531,34679.916,0,0,1,0,0,0,0,0,0,0,0,0
281,304.23011188347436,33253.03829545455,1,1,1,1,1,1,1,1,1,1,1,1
282,304.3010493687222,38599.95071428572,1,1,1,1,1,1,1,1,1,1,1,1
283,305.304153442383,38764.17,0,0,0,0,0,0,0,1,0,0,0,0
284,307.18506876627595,21799.91,0,0,0,1,0,1,0,0,0,0,0,0
285,308.2802031545929,50160.99909090909,1,1,1,1,1,1,1,1,1,1,0,1
286,311.1750030517578,29941.315000000002,0,0,1,0,1,1,0,1,1,1,0,0
287,312.154205322266,11652.21,0,0,0,1,0,0,0,0,0,0,0,0
288,312.154296875,11611.740000000002,0,0,0,1,0,1,0,0,0,0,0,0
289,316.2120344373913,25863.626666666667,1,0,0,1,0,1,0,0,0,1,0,0
290,317.1809365092843,15251.441739130436,0,0,1,0,1,0,0,1,1,0,0,0
291,318.12916259765643,24829.104,0,0,1,0,1,0,1,1,1,0,0,1
292,320.159744262695,26714.249999999996,0,0,0,0,0,0,0,0,0,1,0,0
293,327.2010726928713,25905.315,1,1,0,1,0,1,0,0,0,1,0,0
294,328.26929716805745,33500.748527607364,1,1,1,1,1,1,1,1,1,1,1,1
295,328.268135541751,31217.16,0,0,0,1,1,0,0,0,0,0,0,0
296,328.268290259786,30560.85,0,0,0,0,0,0,0,1,1,0,0,0
297,328.2708063895385,32110.47,0,0,0,0,0,0,0,0,0,0,1,1
298,329.181060791016,12503.91,0,0,0,0,0,0,0,0,1,0,0,0
299,329.27061824798574,28383.418328125,0,1,1,1,1,1,1,1,1,1,1,0
300,331.1973124186198,17155.028000000002,0,0,1,0,1,0,0,1,1,0,0,1
301,332.3313496907554,42574.58,0,1,1,1,1,1,1,1,1,1,1,0
302,332.3370012555806,43090.56,1,0,0,0,0,0,0,1,0,0,0,1
303,333.335652669271,42785.64,0,0,0,0,0,0,0,1,0,0,0,0
304,335.28032759545556,49703.08732394366,1,1,1,1,1,1,1,1,1,1,1,1
305,336.15453084309905,23366.72,0,0,0,0,0,0,1,0,0,0,0,0
306,343.196228027344,16594.89,0,0,0,0,1,0,0,0,0,0,0,0
307,344.22773950750184,25929.140454545457,1,1,1,1,1,1,1,1,1,1,1,1
308,345.248825073242,29211.6,0,0,1,0,0,0,0,0,0,0,0,0
309,346.27714913286155,37184.61523502304,1,1,1,1,1,1,1,1,1,1,1,1
310,346.277022251636,45605.369999999995,0,0,0,0,0,0,1,0,0,0,1,0
311,351.21145629882847,25304.82,0,0,0,1,0,1,0,0,0,0,0,0
312,352.307147555881,49624.64833333334,1,1,1,1,1,1,1,1,1,1,1,1
313,355.2635171508788,37123.8504,1,1,1,1,1,1,1,1,1,1,0,1
314,355.263631184896,37129.035,0,0,0,0,0,0,0,0,1,0,0,0
315,357.211395263672,23618.940000000002,0,0,1,0,0,0,0,0,0,0,0,0
316,358.24085823434297,36856.99967213114,0,1,1,1,1,1,1,1,1,1,1,0
317,358.240930601608,36520.09395348838,0,1,1,1,1,1,1,1,1,1,1,0
318,359.19211687360485,15839.244285714283,0,0,1,0,1,0,1,1,1,0,1,1
319,359.28984451293974,50278.77375,0,1,0,1,1,1,1,0,1,0,0,0
320,360.36265965511905,47225.69684210526,1,1,1,1,0,1,1,1,1,1,0,0
321,362.92556762695307,8077.8499999999985,0,0,0,0,0,0,0,0,0,0,1,0
322,370.295084635417,57711.768000000004,0,0,0,0,0,0,1,0,0,0,0,0
323,371.154459635417,13287.160000000002,0,0,0,0,0,0,0,0,0,1,0,0
324,371.2268502371653,26448.480000000003,0,0,1,0,0,0,1,1,0,0,1,0
325,371.22789353590775,26352.258461538466,1,1,0,1,0,1,0,0,0,1,0,0
326,371.22793579101597,25382.789999999997,0,0,0,0,0,0,0,1,1,0,0,0
327,373.2747123209634,36989.505600000004,1,1,1,1,1,1,1,1,1,1,0,1
328,373.27376641167507,37045.600000000006,0,1,1,0,1,1,1,1,1,1,0,0
329,379.3061900419347,49250.096470588236,1,1,1,1,1,1,1,1,1,1,1,1
330,383.228668212891,25464.300000000003,0,0,0,0,0,0,0,1,0,0,0,0
331,385.2446411132811,26760.816,0,0,1,0,1,0,0,1,1,0,0,1
332,388.25452232360834,26345.33571428572,1,1,1,1,1,1,1,1,1,1,1,1
333,392.1803471491887,16729.795384615387,0,0,1,1,1,1,1,1,1,1,1,0
334,393.176005045573,24938.680000000004,0,0,1,0,0,0,1,0,0,0,0,0
